;chip_name;description;input_voltage;output_voltage;output_node;model_file;output_number
431;LT3575;Isolated Flyback Converter Without an Opto-Coupler;18.0;[5.1];['V(out)'];3575.asc;1
432;LT3579;6A Boost/Inverting DC/DC Converter with Fault Protection\n\nSYNC and CLKOUT pins are not modeled;5.0;[12.2];['V(out)'];3579.asc;1
433;LT3579-1;6A Boost/Inverting DC/DC Converter with Fault Protection\n\nSYNC and CLKOUT pins are not modeled;5.0;[12.2];['V(out)'];3579-1.asc;1
434;LT3580;Boost/Inverting DC/DC Converter with 2A Switch, Soft-Start, and Synchronization;5.0;[12.4];['V(out)'];3580.asc;1
435;LT3581;3.3A Boost/Inverting DC/DC Converter with Fault Protection\n\nSYNC and CLKOUT pins are not modeled;5.0;[12.2];['V(out)'];3581.asc;1
436;LT3663;1.2A Step-Down Switching Regulator with Output Current Limit;12.0;[5.1];['V(out)'];3663.asc;1
437;LT3663-5;1.2A Step-Down Switching Regulator with Output Current Limit;12.0;[5.0];['V(out)'];3663-5.asc;1
438;LT3686;37V, 1.2A Step-Down Regulator in a 3mm Ч 3mm DFN;12.0;[3.4];['V(out)'];3686.asc;1
439;LT3686A;37V, 1.2A Step-Down Regulator in a 3mm Ч 3mm DFN;12.0;[3.4];['V(out)'];3686.asc;1
440;LT3688;Dual 800mA Step-Down Regulator with Power-On Reset and Watchdog Timer\n\nNote:  Only one of two channels modeled.;12.0;[3.4];['V(out)'];3688.asc;1
441;LT3689;700mA Step-Down Regulator with Power-On Reset and Watchdog Timer;12.0;[3.4];['V(out)'];3689.asc;1
442;LT3689-5;700mA Step-Down Regulator with Power-On Reset and Watchdog Timer;12.0;[5.1];['V(out)'];3689-5.asc;1
443;LT3690;36V, 4A, 1.5MHz Step-Down Switching Regulator with 70µA Quiescent Current;20.0;[3.3];['V(out)'];3690.asc;1
444;LT3693;38V, 3.5A, 2.4MHz Step-Down Switching Regulator;30.0;[5.2];['V(out)'];3693.asc;1
445;LT3695;1A Fault Tolerant µPower Step-Down Regulator;12.0;[5.2];['V(out)'];3695.asc;1
446;LT3697;USB 5V 2.5A Output, 35V Input Buck with Cable Drop Compensation\n\nNote: Sync function is not modeled.;20.0;[5.0];['V(out)'];3697.asc;1
447;LT3724;High-Voltage Current Mode Switching Regulator Controller;36.0;[12.1];['V(out)'];3724.asc;1
448;LT3740;Wide Operating Range, Valley Mode, No Rsense Synchronous Step-Down Controller;6.0;[2.5];['V(out)'];3740.asc;1
449;LT3743;High Current Synchronous Step-Down LED Driver with Three-State Control;12.0;[4.6];['V(out)'];3743.asc;1
450;LT3748;100V Isolated Flyback Controller;48.0;[13.0];['V(out)'];LT3748.asc;1
451;LT3750;Capacitor Charger Controller;8.0;[298.79998779296875];['V(out)'];3750.asc;1
452;LT3751;High Voltage Capacitor Charger Controller with Regulation;24.0;[281.6000061035156];['V(out)'];3751.asc;1
453;LT3757;Boost, Flyback, SEPIC and Inverting Controller;12.0;[24.4];['V(out)'];3757.asc;1
454;LT3757A;Boost, Flyback, SEPIC and Inverting Controller;12.0;[24.4];['V(out)'];3757.asc;1
455;LT3758;High Input Voltage, Boost, Flyback, SEPIC and Inverting Controller;54.0;[12.6];['V(out)'];3758.asc;1
456;LT3758A;High Input Voltage, Boost, Flyback, SEPIC and Inverting Controller;54.0;[12.6];['V(out)'];3758.asc;1
457;LT3759;Wide Input Voltage Range Boost/SEPIC/Inverting Controller;12.0;[12.6];['V(out)'];3759.asc;1
458;LT3763;60V High Current Step-Down LED Driver Controller;24.0;[4.7];['V(out)'];3763.asc;1
459;LT3781;Bootstrap Start Dual Transistor Synchronous Forward Controller;16.0;[2.7];['V(out)'];3781.asc;1
460;LT3782;2-Phase Step-Up DC/DC Controller\n\nNote: Synchronous rectification pins are not modeled.;10.0;[49.3];['V(out)'];3782.asc;1
461;LT3782A;2-Phase Step-Up DC/DC Controller\n\nNote: Synchronous rectification pins are not modeled.;10.0;[49.3];['V(out)'];3782.asc;1
462;LT3790;60V Synchronous 4-Switch Buck-Boost Controller;32.0;[25.5];['V(out)'];3790.asc;1
463;LT3791;60V 4-Switch Synchronous Buck-Boost LED Driver Controller;16.0;[24.9];['V(out)'];3791.asc;1
464;LT3791-1;60V 4-Switch Synchronous Buck-Boost Controller;32.0;[26.1];['V(out)'];3791-1.asc;1
465;LT3795;110V LED Controller with Spread Spectrum Frequency Modulation;36.0;[82.7];['V(out)'];3795.asc;1
466;LT3796;100V Constant-Current and Constant-Voltage Controller with Dual Current Sense;36.0;[82.6];['V(out)'];3796.asc;1
467;LT3800;High-Voltage Synchronous Current mode Step-Down Controller;36.0;[12.1];['V(out)'];3800.asc;1
468;LT3840;Wide Input Range Synchronous Regulator Controller with Accurate Current Limit \n\nNote: SYNC function is not modeled;24.0;[3.5];['V(out)'];3840.asc;1
469;LT3844;High-Voltage Current Mode Switching Regulator Controller with Programmable Operating Frequency;48.0;[12.5];['V(out)'];3844.asc;1
470;LT3845;High-Voltage Synchronous Current mode Step-Down Controller with Adjustable Operating Frequency;36.0;[12.2];['V(out)'];3845.asc;1
471;LT3845A;High-Voltage Synchronous Current mode Step-Down Controller with Adjustable Operating Frequency;36.0;[12.2];['V(out)'];3845.asc;1
472;LT3905;Boost DC/DC Converter with APD Current Monitor;6.0;[54.9];['V(out)'];3905.asc;1
473;LT3909;2-String x 60mA, 2MHz Step-Up LED Driver with +/-2% Current Matching;12.0;[29.7];['V(out)'];3909.asc;1
474;LT3932;36V, 2A Synchronous Step-Down LED Driver;20.0;[11.2];['V(out)'];LT3932.asc;1
475;LT3932-1;36V, 2A Synchronous Step-Down LED Driver;20.0;[11.5];['V(out)'];LT3932-1.asc;1
476;LT3935;36V, 4A Synchronous Step-Down LED Driver;12.0;[6.2];['V(out)'];LT3935.asc;1
477;LT3950;60V,1.5A LED Driver with Internal Exponential Scale Dimming;12.0;[26.0];['V(out)'];LT3950.asc;1
478;LT3952;60V LED Driver with 4A Switch Current;12.0;[55.6];['V(out)'];3952.asc;1
479;LT3952A;60V LED Driver with 4A Switch Current;12.0;[55.6];['V(out)'];3952.asc;1
480;LT3957;Boost, Flyback, SEPIC and Inverting Controller with 5A, 40V Switch;12.0;[24.7];['V(out)'];3957.asc;1
481;LT3957A;Boost, Flyback, SEPIC and Inverting Controller with 5A, 40V Switch;12.0;[24.7];['V(out)'];3957.asc;1
482;LT3958;High Input Voltage Boost, Flyback, SEPIC and Inverting Controller;24.0;[49.7];['V(out)'];3958.asc;1
483;LT3959;Wide Input Voltage Range Boost/SEPIC/Inverting Converter with 6A, 40V Switch;12.0;[12.4];['V(out)'];3959.asc;1
484;LT3964;Dual (single model) 36V, Synchronous 1.6A Buck LED Driver with I2C;35.0;[27.0];['V(out)'];LT3964.asc;1
485;LT3970;40V, 350mA Step-Down Regulator with 2.5µA Quiescent Current and Integrated Diodes;10.0;[5.1];['V(out)'];3970.asc;1
486;LT3971;38V, 1.2A, 2MHz Step-Down Regulator with 2.8µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;12.0;[3.3];['V(out)'];3971.asc;1
487;LT3971-3.3;38V, 1.2A, 2MHz Step-Down Regulator with 2.8µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;24.0;[3.3];['V(out)'];3971-3.3.asc;1
488;LT3971-5;38V, 1.2A, 2MHz Step-Down Regulator with 2.8µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;24.0;[5.0];['V(out)'];3971-5.asc;1
489;LT3971A;38V, 1.2A, 2MHz Step-Down Regulator with 2.2µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;12.0;[3.3];['V(out)'];3971.asc;1
490;LT3971A-5;38V, 1.2A, 2MHz Step-Down Regulator with 2.2µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;24.0;[5.0];['V(out)'];3971-5.asc;1
491;LT3972;33V, 3.5A, 2.4MHz Step-Down Switching Regulator with 75µA Quiescent Current;30.0;[5.2];['V(out)'];3972.asc;1
492;LT3973;42V, 750mA Step-Down Regulator with 2.5µA Quiescent Current and Integrated Diodes;10.0;[5.1];['V(out)'];3973.asc;1
493;LT3975;42V, 2.5A, 2MHz Step-Down Switching Regulator with 2.7µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;24.0;[3.3];['V(out)'];3975.asc;1
494;LT3976;42V, 5A, 2MHz Step-Down Switching Regulator with 3.3µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;24.0;[3.3];['V(out)'];3976.asc;1
495;LT3980;58V, 2A, 2.4MHz Step-Down Switching Regulator with 85µA Quiescent Current;48.0;[5.2];['V(out)'];3980.asc;1
496;LT3990;62V, 350mA Step-Down Regulator with 2.5µA Quiescent Current and Integrated Diodes;10.0;[5.1];['V(out)'];3990.asc;1
497;LT3991;55V, 1.2A, Step-Down Regulator with 2.8µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;12.0;[3.3];['V(out)'];3991.asc;1
498;LT3995;60V, 3A, 2MHz Step-Down Switching Regulator with 2.7µA Quiescent Current\n\nNote: Sync pin is not modeled; Burst Mode is selected.;48.0;[3.3];['V(out)'];3995.asc;1
499;LT3999;Low Noise, 1A, 1MHz Push-Pull DC/DC Driver with Duty Cycle Control;12.0;[12.4];['V(out)'];3999.asc;1
500;LT4200;50A Hot Swap E-Fuse with Guaranteed SOA;12.0;[12.0];['V(out)'];LT4200.asc;1
501;LT4430;Secondary-Side Optocoupler Driver;13.0;[5.0];['V(out)'];4430.asc;1
502;LT7101;105V, 1A Low EMI Synchronous Step-Down Regulator with Fast Current Programming;50.0;[5.0];['V(out)'];7101.asc;1
503;LT8210;100V Vin and Vout Synchronous 4-switch Buck-Boost DC/DC Controller with Pass Through.;12.0;[12.800000190734865];['V(out)'];8210.asc;1
504;LT8228;Bidirectional Synchronous 100V Buck/Boost Controller with Reverse Supply, Reverse Current and Fault Protection\n\nNote: REPORT pin is not modeled.;48.0;[13.899999618530273];['V(out)'];8228.asc;1
505;LT8300;100V µPower Flyback Converter with 150V/260mA Switch;60.0;[5.0];['V(out)'];8300.asc;1
506;LT8301;42Vin µPower No-Opto Isolated Flyback Converter with 65V/1.2A Switch;24.0;[5.0];['V(out)'];8301.asc;1
507;LT8302;42Vin µPower No-Opto Isolated Flyback Converter with 65V/3.6A Switch;24.0;[4.800000190734863];['V(out)'];LT8302.asc;1
508;LT8303;100V µPower Isoloated Flyback Converter with 150V/450mA Switch;40.0;[5.199999809265137];['V(out)'];8303.asc;1
509;LT8304;100Vin µPower No-Opto Isolated Flyback Converter with 150V/2A Switch;48.0;[4.800000190734863];['V(out)'];8304.asc;1
510;LT8304-1;100Vin µPower No-Opto Isolated Flyback Converter with 150V/2A Switch (optimized for high step-up output applications);20.0;[199.8000030517578];['V(out)'];8304-1.asc;1
511;LT8309;Secondary-Side Synchronous Rectifier Driver;48.0;[5.099999904632568];['V(out)'];8309.asc;1
512;LT8310;100Vin Forward Converter Controller;36.0;[10.300000190734863];['V(out)'];8310.asc;1
513;LT8330;Low Iq Boost/SEPIC/Inverting Converter with 1A, 60V Switch;12.0;[47.7];['V(out)'];8330.asc;1
514;LT8331;Low Iq Boost/SEPIC/Inverting Converter with 0.5A, 140V Switch;48.0;[48.5];['V(out)'];8331.asc;1
515;LT8333;Low Iq Boost/SEPIC/Inverting Converter with 3A, 40V Switch;5.0;[23.9];['V(out)'];LT8333.asc;1
516;LT8334;Low Iq Boost/SEPIC/Inverting Converter with 5A, 40V Switch;6.0;[24.2];['V(out)'];LT8334.asc;1
517;LT8335;Low Iq Boost/SEPIC/Inverting Converter with 2A, 28V Switch;6.0;[12.0];['V(out)'];8335.asc;1
518;LT8337;28V, 5A Low Iq Synchronous Step-Up Silent Switcher;9.0;[15.199999809265135];['V(out)'];LT8337.asc;1
519;LT8337-1;28V, 5A Low Iq Synchronous Step-Up Silent Switcher with PassThru;7.2;[15.0];['V(out)'];LT8337-1.asc;1
520;LT8356-1;100Vin/120Vout LED Controller with Exponential PWM and Scalable Dimming;12.0;[33.59999847412109];['V(out)'];LT8356-1.asc;1
521;LT8361;Low Iq Boost/SEPIC/Inverting Converter with 2A, 100V Switch;12.0;[46.599998474121094];['V(out)'];8361.asc;1
522;LT8362;Low Iq Boost/SEPIC/Inverting Converter with 2A, 60V Switch;12.0;[48.099998474121094];['V(out)'];8362.asc;1
523;LT8364;Low Iq Boost/SEPIC/Inverting Converter with 4A, 60V Switch;12.0;[47.9000015258789];['V(out)'];8364.asc;1
524;LT8374;60V, 1.5A, 330kHz, Synchronous Step-Down LED Driver;48.0;[36.29999923706055];['V(out)'];LT8374.asc;1
525;LT8374-1;60V, 1.5A, 2MHz, Synchronous Step-Down LED Driver;24.0;[14.899999618530273];['V(out)'];LT8374-1.asc;1
526;LT8376;60V, 3A Synchronous Step-Down LED Driver with Silent Switcher;48.0;[36.79999923706055];['V(out)'];LT8376.asc;1
527;LT8410;Ultralow Power Boost Converter with Output Disconnect;3.6;[16.0];['V(out)'];8410.asc;1
528;LT8410-1;Ultralow Power Boost Converter with Output Disconnect;3.6;[19.7];['V(out)'];8410-1.asc;1
529;LT8580;Boost/Inverting DC/DC Converter with 1A 65V Switch, Soft-Start, and Synchronization \n\n Synchronization function is not modeled;5.0;[12.600000381469727];['V(out)'];8580.asc;1
530;LTC1046;Inductorless 5V to -5V Converter;5.0;[3.7000000476837163];['V(out)'];1046.asc;1
531;LTC1174;High Efficiency Step-Down and Inverting DC/DC Converter, Adjustable Output Voltage;9.0;[5.099999904632568];['V(out)'];1174.asc;1
532;LTC1174HV;High Efficiency Step-Down and Inverting DC/DC Converter, Adjustable Output Voltage;9.0;[5.099999904632568];['V(out)'];1174.asc;1
533;LTC1261;Switched Capacitor Regulated Voltage Inverter;3.3;[5.0];['V(out)'];1261.asc;1
534;LTC1262;12V, 30mA Flash Memory Programming Supply;5.0;[12.0];['V(out)'];1262.asc;1
535;LTC1263;12V, 60mA Flash Memory Programming Supply;5.0;[12.0];['V(out)'];1263.asc;1
536;LTC1265;1.2A, High Efficiency Step-Down DC/DC Controller, Adjustable Output Voltage;10.0;[3.400000095367432];['V(out)'];1265.asc;1
537;LTC1429;Clock-Synchronized Switched Capacitor Regulated Voltage Inverter;3.3;[5.0];['V(out)'];1429.asc;1
538;LTC1430;High Power Step-Down Synchronous Switching Regulator Controller;5.0;[3.400000095367432];['V(out)'];1430.asc;1
539;LTC1430A;High Power Step-Down Synchronous Switching Regulator Controller;5.0;[3.400000095367432];['V(out)'];1430.asc;1
540;LTC1433;450mA, Low Noise Current Mode Step-Down DC/DC Converter;6.0;[3.2999999523162837];['V(out)'];1433.asc;1
541;LTC1434;450mA, Low Noise Current Mode Step-Down DC/DC Converter;6.0;[3.5999999046325684];['V(out)'];1434.asc;1
542;LTC1474;Low Quiescent Current, High Efficiency Step-Down Converter, Adjustable Output Voltage;10.0;[3.2999999523162837];['V(out)'];1474.asc;1
543;LTC1474-3.3;Low Quiescent Current, High Efficiency Step-Down Converter, 3.3V Output;10.0;[3.2999999523162837];['V(out)'];1474-3.3.asc;1
544;LTC1474-5;Low Quiescent Current, High Efficiency Step-Down Converter, 5V Output;10.0;[5.0];['V(out)'];1474-5.asc;1
545;LTC1475;Low Quiescent Current, High Efficiency Step-Down Converter, Adjustable Output Voltage;10.0;[3.2999999523162837];['V(out)'];1475.asc;1
546;LTC1475-3.3;Low Quiescent Current, High Efficiency Step-Down Converter, 3.3V Output;10.0;[3.2999999523162837];['V(out)'];1475-3.3.asc;1
547;LTC1475-5;Low Quiescent Current, High Efficiency Step-Down Converter, 5V Output;10.0;[5.0];['V(out)'];1475-5.asc;1
548;LTC1502-3.3;Single Cell to 3.3V Regulated Charge Pump DC/DC Converter;1.4;[3.2999999523162837];['V(out)'];1502-3.3.asc;1
549;LTC1504;500mA Low Voltage Step-Down Synchronous Regulator, Adjustable Output Voltage;5.0;[3.400000095367432];['V(out)'];1504.asc;1
550;LTC1504A;500mA Low Voltage Step-Down Synchronous Regulator, Adjustable Output Voltage;5.0;[3.400000095367432];['V(out)'];1504.asc;1
551;LTC1515;Step-Up/Step-Down Switched Capacitor DC/DC Converter with Reset, Adjustable Output Voltage;3.0;[3.400000095367432];['V(out)'];1515.asc;1
552;LTC1515-3;Step-Up/Step-Down Switched Capacitor DC/DC Converter with Reset, Programmable 3V or 5V Output Voltage;3.0;[3.0999999046325684];['V(out)'];1515-3.asc;1
553;LTC1515-3.3;Step-Up/Step-Down Switched Capacitor DC/DC Converter with Reset, Programmable 3.3V or 5V Output Voltage;3.0;[3.400000095367432];['V(out)'];1515-3.3.asc;1
554;LTC1516;µPower, Regulated 5V Charge Pump DC/DC Converter;3.0;[5.0];['V(out)'];1516.asc;1
555;LTC1517-3.3;µPower, Regulated 3.3V Charge Pump in a 5-Pin SOT-23 Package;3.0;[3.2999999523162837];['V(out)'];1517-3.3.asc;1
556;LTC1517-5;µPower, Regulated 5V Charge Pump in a 5-Pin SOT-23 Package;3.0;[5.0];['V(out)'];1517-5.asc;1
557;LTC1522;µPower, Regulated 5V Charge Pump DC/DC Converter;3.0;[5.0];['V(out)'];1522.asc;1
558;LTC1550;Low Noise, Switched Capacitor Regulated Voltage Inverter, Adjustable Output;4.5;[4.300000190734863];['V(out)'];1550.asc;1
559;LTC1574;High Efficiency Step-Down DC/DC Converter with Internal Schottky Diode, Adjustable Output Voltage;9.0;[5.0];['V(out)'];1574.asc;1
560;LTC1574HV;High Efficiency Step-Down DC/DC Converter with Internal Schottky Diode, Adjustable Output Voltage;9.0;[5.0];['V(out)'];1574.asc;1
561;LTC1622;Low Input Voltage Current Mode Step-Down DC/DC Controller;3.3;[2.0];['V(out)'];1622.asc;1
562;LTC1624;High Efficiency SO-8 N-Channel Switching Regulator Controller;12.0;[3.4];['V(out)'];1624.asc;1
563;LTC1625;No Rsense(TM) Current Mode Synchronous Step-Down Switching Regulator;6.0;[3.3];['V(out)'];LTC1625.asc;1
564;LTC1626;Low Voltage, High Efficiency Step-Down DC/DC Controller, Adjustable Output Voltage;5.0;[2.5];['V(out)'];1626.asc;1
565;LTC1627;Monolithic Synchronous Step-Down Switching Regulator;5.0;[3.3];['V(out)'];1627.asc;1
566;LTC1629;PolyPhase, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[1.6];['V(out)'];1629.asc;1
567;LTC1629-6;PolyPhase, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[1.2];['V(out)'];1629-6.asc;1
568;LTC1649;3.3V Input High Power Step-Down Synchronous Switching Regulator Controller, Adjustable Output Voltage;3.3;[2.6];['V(out)'];1649.asc;1
569;LTC1682;Doubler Charge Pump with Low Noise Linear Regulator, Adjustable Output Voltage;3.3;[4.9];['V(out)'];1682.asc;1
570;LTC1693-3;High Speed MOSFET Driver;5.0;[16.5];['V(out)'];1693-3.asc;1
571;LTC1698;Isolated Secondary Synchronous Rectifier Controller;16.0;[4.2];['V(out)'];1698.asc;1
572;LTC1700;No Rsense Synchronous Step-Up DC/DC Controller;2.5;[5.1];['V(out)'];1700.asc;1
573;LTC1701;1MHz Step-Down DC/DC Converter in SOT-23;5.0;[2.6];['V(out)'];1701.asc;1
574;LTC1701B;1MHz Step-Down DC/DC Converter in SOT-23;5.0;[2.6];['V(out)'];1701.asc;1
575;LTC1702;Dual 550kHz Synchronous 2-Phase Switching Regulator Controller\n\nNote: Only one phase of two phases is modeled.;5.0;[2.6];['V(out)'];1702.asc;1
576;LTC1702A;Dual 550kHz Synchronous 2-Phase Switching Regulator Controller\n\nNote: Only one phase of two phases is modeled.;5.0;[2.6];['V(out)'];1702.asc;1
577;LTC1707;High Efficiency Monolithic Synchronous Step-Down Regulator\n\nNote: External sync. capability is not modeled.;5.0;[3.3];['V(out)'];1707.asc;1
578;LTC1709;2-Phase, 5-Bit Adjustable, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[2.1];['V(out)'];1709.asc;1
579;LTC1709-7;2-Phase, 5-Bit VID, Current Mode, High Efficiency, Synchronous Step-Down Switching Regulator\n\nNote: The FCB pin is not modeled.  The model only operates in Forced Continuous Mode.;6.0;[0.9];['V(out)'];1709-7.asc;1
580;LTC1709-8;2-Phase, 5-Bit VID, Current Mode, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[2.0];['V(out)'];1709-8.asc;1
581;LTC1709-85;2-Phase, 5-Bit VID, Current Mode, High Efficiency, Synchronous Step-Down Switching Regulator\n\nNote: The FCB pin is not modeled.  The model only operates in Forced Continuous Mode.;6.0;[1.4];['V(out)'];1709-85.asc;1
582;LTC1709-9;2-Phase, 5-Bit VID, Current Mode, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[1.1];['V(out)'];1709-9.asc;1
583;LTC1735;High Efficiency Synchronous Step-Down Switching Regulator;6.0;[2.4];['V(out)'];1735.asc;1
584;LTC1735-1;High Efficiency Synchronous Step-Down Switching Regulator;6.0;[2.4];['V(out)'];1735-1.asc;1
585;LTC1736;5-Bit Adjustable High Efficiency Synchronous Step-Down Switching Regulator;7.0;[2.0];['V(out)'];1736.asc;1
586;LTC1751;µPower, Regulated Charge Pump DC/DC Converter;3.0;[5.1];['V(out)'];1751.asc;1
587;LTC1754-3.3;µPower, Regulated 3.3V Charge Pump with Shutdown in SOT-23;2.6;[3.4];['V(out)'];1754-3.3.asc;1
588;LTC1754-5;µPower, Regulated 5V Charge Pump with Shutdown in SOT-23;3.3;[5.1];['V(out)'];1754-5.asc;1
589;LTC1771;10µA Quiescent Current High Efficiency Step-Down DC/DC Controller;5.0;[3.3];['V(out)'];1771.asc;1
590;LTC1772;Constant Frequency Current Mode Step-Down DC/DC Controller in SOT-23;5.0;[2.6];['V(out)'];1772.asc;1
591;LTC1772B;Constant Frequency Current Mode Step-Down DC/DC Controller in SOT-23;5.0;[2.6];['V(out)'];1772.asc;1
592;LTC1773;Synchronous Step-Down Regulator Controller;5.0;[2.5];['V(out)'];1773.asc;1
593;LTC1775;High Power No Rsense(TM) Current Mode Synchronous Step-Down Switching Regulator;6.0;[3.5];['V(out)'];1775.asc;1
594;LTC1778;Wide Operating Range, No Rsense(TM) Step-Down Controller;6.0;[2.6];['V(out)'];1778.asc;1
595;LTC1778-1;Wide Operating Range, No Rsense(TM) Step-Down Controller;28.0;[2.8];['V(out)'];1778-1.asc;1
596;LTC1779;250mA Current Mode Step-Down DC/DC Controller in SOT-23;5.0;[2.6];['V(out)'];1779.asc;1
597;LTC1844-1.5;150mA, µPower, Low Noise, VLDO Linear Regulator;5.0;[1.5];['V(out)'];1844-1.5.asc;1
598;LTC1844-1.8;150mA, µPower, Low Noise, VLDO Linear Regulator;5.0;[1.8];['V(out)'];1844-1.8.asc;1
599;LTC1844-2.5;150mA, µPower, Low Noise, VLDO Linear Regulator;5.0;[2.5];['V(out)'];1844-2.5.asc;1
600;LTC1844-2.8;150mA, µPower, Low Noise, VLDO Linear Regulator;5.0;[2.8];['V(out)'];1844-2.8.asc;1
601;LTC1844-3.3;150mA, µPower, Low Noise, VLDO Linear Regulator;5.0;[3.3];['V(out)'];1844-3.3.asc;1
602;LTC1871;Wide Input Range, No Rsense(TM) Current Mode Boost, Flyback and SEPIC Controller;3.3;[5.2];['V(out)'];1871.asc;1
603;LTC1871-1;Wide Input Range, No Rsense(TM) Current Mode Boost, Flyback and SEPIC Controller;3.3;[5.2];['V(out)'];1871-1.asc;1
604;LTC1871-7;High Input Voltage, Current Mode Boost, Flyback and SEPIC Controller;8.0;[13.1];['V(out)'];1871-7.asc;1
605;LTC1872;Constant Frequency Current Mode Step-Up DC/DC Controller in SOT-23;3.3;[5.5];['V(out)'];1872.asc;1
606;LTC1872B;Constant Frequency Current Mode Step-Up DC/DC Controller in SOT-23;3.3;[5.5];['V(out)'];1872.asc;1
607;LTC1874;Dual Constant Frequency Current Mode Step-Down DC/DC Controller;3.3;[5.5];['V(out)'];1874.asc;1
608;LTC1875;1.5A Synchronous Step-Down Regulator with 15µA Quiescent Current;5.0;[3.1];['V(out)'];1875.asc;1
609;LTC1877;High Efficiency Monolithic Synchronous Step-Down Regulator\n\nNote: External sync. capability is not modeled.;5.0;[3.4];['V(out)'];1877.asc;1
610;LTC1878;High Efficiency Monolithic Synchronous Step-Down Regulator\n\nNote: External sync. capability is not modeled.;5.0;[3.3];['V(out)'];1878.asc;1
611;LTC1879;1.2A Synchronous Step-Down Regulator with 15µA Quiescent Current;5.0;[3.1];['V(out)'];1879.asc;1
612;LTC1922-1;Synchronous Phase Modulated Full-Bridge Controller;48.0;[5.2];['V(out)'];1922-1.asc;1
613;LTC1928-5;Doubler Charge Pump with Low Noise Linear Regulator  in ThinSOT;3.0;[5.0];['V(out)'];1928-5.asc;1
614;LTC1929;2-Phase, High Efficiency, Synchronous Step-Down Switching Regulator;6.0;[1.6];['V(out)'];1929.asc;1
615;LTC1983-3;100mA Regulated Charge-Pump Inverters in ThinSOT;5.0;[3.0999999046325684];['V(out)'];1983-3.asc;1
616;LTC1983-5;100mA Regulated Charge-Pump Inverters in ThinSOT;5.5;[5.0];['V(out)'];1983-5.asc;1
617;LTC1986;3V/5V SIM Power Supply in SOT-23;2.7;[5.0];['V(out)'];1986.asc;1
618;LTC3025;300mA µPower VLDO Linear Regulator;3.6;[1.2];['V(out)'];3025.asc;1
619;LTC3025-1;500mA µPower VLDO Linear Regulator;3.6;[1.2];['V(out)'];3025-1.asc;1
620;LTC3025-2;500mA µPower VLDO Linear Regulator;3.6;[1.2];['V(out)'];3025-2.asc;1
621;LTC3025-3;500mA µPower VLDO Linear Regulator;3.6;[1.5];['V(out)'];3025-3.asc;1
622;LTC3025-4;500mA µPower VLDO Linear Regulator;3.6;[1.8];['V(out)'];3025-4.asc;1
623;LTC3026;1.5A Low Input Voltage VLDO Linear Regulator;1.5;[1.2];['V(out)'];3026.asc;1
624;LTC3026-1;1.5A Low Input Voltage VLDO Linear Regulator;1.5;[1.2];['V(out)'];3026-1.asc;1
625;LTC3035;300mA VLDO Linear Regulator with Charge Pump Bias Generator;3.6;[3.3];['V(out)'];3035.asc;1
626;LTC3105;400mA Step-Up DC/DC Converter with Maxmum Power Point Control and 250mV Start-Up;0.5;[4.1];['V(out)'];3105.asc;1
627;LTC3106;300mA Low Voltage Buck-Boost Converter with PowerPath and 1.6µA Quiescent Current;3.5;[3.3];['V(out)'];3106.asc;1
628;LTC3112;15V, 2.5A Synchronous Buck-Boost DC/DC Converter;6.0;[5.199999809265137];['V(out)'];3112.asc;1
629;LTC3113;3A Low Noise Buck-Boost DC/DC Converter;3.6;[3.900000095367432];['V(out)'];3113.asc;1
630;LTC3114-1;40V, 1A Synchronous Buck-Boost DC/DC Converter with Programmable Output Current;12.0;[5.0];['V(out)'];3114-1.asc;1
631;LTC3115-1;40V, 2A Synchronous Buck-Boost DC/DC Converter;12.0;[12.5];['V(out)'];3115-1.asc;1
632;LTC3119;18V, 5A Synchronous Buck-Boost DC/DC Converter;12.0;[5.0];['V(out)'];LTC3119.asc;1
633;LTC3121;15V, 1.5A Synchronous Step-up DC/DC Converter with Output Disconnect;5.0;[12.100000381469727];['V(out)'];3121.asc;1
634;LTC3122;15V, 2.5A Synchronous Step-up DC/DC Converter with Output Disconnect;5.0;[12.100000381469727];['V(out)'];3122.asc;1
635;LTC3124;15V, 5A 2-Phase Synchronous Step-up DC/DC Converter with Output Disconnect;5.0;[12.199999809265135];['V(out)'];3124.asc;1
636;LTC3125;1.2A Synchronous Step-up DC/DC Converter with Input Current Limit;3.3;[4.0];['V(out)'];3125.asc;1
637;LTC3127;1A Buck-Boost DC/DC Converter with Programmable Input Current Limit;3.6;[3.2999999523162837];['V(out)'];3127.asc;1
